videoId,start (M:S),end (M:S),duration_sec,tempo_bpm,mfcc_mean,tonnetz_mean,silence_ratio
X3-hUqGVBow,0:04,0:16,12.0,129.2,"[-504.9967956542969, 156.07029724121094, 26.33525276184082, 16.222997665405273, 32.98647689819336, 11.811758995056152, 26.865558624267578, 0.6162689924240112, 4.118985652923584, -1.5635297298431396, -0.45966967940330505, -2.561256170272827, -5.412972450256348]","[0.046509591710651256, 0.009245117773518285, 0.008659914908282036, 0.016103308542489182, -0.003525581330047184, 0.001805642998247748]",0.5527
X3-hUqGVBow,0:19,0:38,19.0,132.51,"[-451.5450134277344, 158.0183563232422, 23.373653411865234, 10.954492568969727, 27.655582427978516, -2.454590082168579, 21.476701736450195, -5.878060340881348, 1.1501063108444214, -3.346876621246338, -1.7786216735839844, -0.9554137587547302, -2.15682053565979]","[0.014817046142979627, 0.03609632277782233, -0.016130787631350018, 0.012384906720094617, -0.00028988073211987157, 0.007422973403053475]",0.4337
X3-hUqGVBow,1:00,1:09,9.0,126.05,"[-479.4538269042969, 153.47207641601562, 29.269084930419922, 12.82352066040039, 26.535612106323242, 8.38180923461914, 16.770946502685547, -0.6422956585884094, 1.772475242614746, -3.558917999267578, 0.6690067648887634, -1.7024264335632324, -4.298140525817871]","[0.02047642388153012, 0.02580124830567896, -0.025549693728438787, -0.017065230100989218, -0.006784830971519037, -0.004985083681173968]",0.5216
X3-hUqGVBow,1:09,1:18,9.0,114.84,"[-504.83978271484375, 160.6293182373047, 19.072765350341797, 15.314733505249023, 34.845333099365234, 1.7211956977844238, 28.44436264038086, -5.616410732269287, 2.67521333694458, -2.225297689437866, -1.9897860288619995, 1.3890752792358398, -5.304548263549805]","[0.02734240547634625, 0.040175033137164765, 0.0003643336595974387, 0.025789705677069473, 0.010046526964537691, -0.002489401305350729]",0.6061
X3-hUqGVBow,1:18,1:23,5.0,129.2,"[-498.319091796875, 164.2958221435547, 23.729639053344727, 12.943397521972656, 32.482765197753906, 5.368009090423584, 26.054819107055664, -6.395279884338379, 1.900368094444275, -1.7431188821792603, 0.3112998306751251, -1.586593747138977, -7.18727445602417]","[0.03682065197121741, 0.0012827471952696489, 0.028388927590205327, 0.02649941709942751, 0.018581268147452857, 0.0020843950919202364]",0.5487
X3-hUqGVBow,1:23,1:29,6.0,129.2,"[-509.7120361328125, 164.1669158935547, 18.578317642211914, 19.22080421447754, 44.83129119873047, 6.780585765838623, 37.6174430847168, -3.6304361820220947, 4.606253623962402, -3.34104585647583, -5.086828231811523, -0.07507631182670593, -5.637374401092529]","[0.04295625572933587, 0.004173219108973718, 0.015932063119056934, -0.09093943825153716, -0.03727578118378223, 0.005148282812321035]",0.4739
X3-hUqGVBow,1:29,1:36,7.0,126.05,"[-523.9354248046875, 157.3978729248047, 18.57863998413086, 22.86234474182129, 41.6982536315918, -0.42524489760398865, 28.12953758239746, -7.271273136138916, 4.482656002044678, -1.7426023483276367, -6.397151947021484, 2.9121012687683105, -6.245514869689941]","[0.013609514492866702, 0.05425281975105684, 0.005503218705961971, 0.05582837553410649, 0.006575893959243794, 0.016709729567306066]",0.7728
X3-hUqGVBow,1:45,1:49,4.0,117.45,"[-511.47845458984375, 159.3412628173828, 13.59438705444336, 16.102001190185547, 37.36970138549805, -7.047665596008301, 23.926618576049805, -11.342731475830078, 5.088808536529541, 0.9194076061248779, -4.2597432136535645, 1.9113798141479492, -4.686257362365723]","[-0.006670462494186416, 0.021065770504078325, 0.016097496757688554, 0.039628816633552534, 0.004320551506845627, 0.007989969159867941]",0.7449
X3-hUqGVBow,1:58,2:21,23.0,120.19,"[-488.96612548828125, 154.8031463623047, 29.8859806060791, 14.966553688049316, 28.747026443481445, 9.888272285461426, 18.201913833618164, -1.7042229175567627, 2.0137546062469482, -2.4081218242645264, 0.5600699186325073, -3.709606885910034, -4.887740135192871]","[0.020056373858585594, 0.0031530367550933517, 0.05302925230352404, 0.01896824187606407, 0.008873790964338938, 0.008982269635343883]",0.5004
X3-hUqGVBow,3:28,3:30,2.0,129.2,"[-535.0218505859375, 150.45579528808594, 4.312247276306152, 23.037927627563477, 46.586029052734375, -10.819461822509766, 32.550392150878906, -9.828882217407227, 9.97580623626709, 5.36242151260376, -7.943011283874512, 8.179134368896484, -6.170255661010742]","[0.03277898195131905, 0.014106146546631518, 0.006952168932858963, -0.008038349347054583, 0.007934357148440955, 0.0017671649533230079]",0.7942
X3-hUqGVBow,3:39,3:54,15.0,123.05,"[-488.7790222167969, 156.38917541503906, 27.174516677856445, 16.45435905456543, 34.26584243774414, 11.45364761352539, 24.423234939575195, -2.6055846214294434, 0.24275675415992737, -4.413883209228516, 0.3062433898448944, -1.9954843521118164, -4.753987789154053]","[0.028517537012328644, 0.020924977556205007, 0.020492214612207134, -0.004326174769661627, -0.0009630878182394582, 0.011651350835290659]",0.4505
7PV9Yp34awQ,1:19,1:22,3.0,122.28,"[-399.6483154296875, 143.34481811523438, 15.556109428405762, 12.741071701049805, 36.9483757019043, -9.103900909423828, 43.36660385131836, -9.661614418029785, 20.375835418701172, -2.2106900215148926, 6.370711326599121, 6.7063798904418945, 1.9647992849349976]","[-0.04344132431626721, 0.06604981893774979, -0.04618055117357901, 0.16155841331895882, 0.028526802561932976, 0.047458917296245094]",0.0053
7PV9Yp34awQ,1:28,1:34,6.0,127.84,"[-372.6381530761719, 144.8905792236328, 5.731234073638916, 8.453045845031738, 40.68776321411133, -16.3346004486084, 49.51777648925781, -11.01948356628418, 21.558683395385742, 1.642430305480957, 6.972961902618408, 1.4435726404190063, -1.080928087234497]","[-0.07354235783908443, -0.06163931494532478, -0.15282801589490203, 0.09687105482890802, 0.07123764338273098, 0.001967598051808736]",0.0071
7PV9Yp34awQ,1:45,1:48,3.0,127.84,"[-382.9618225097656, 141.30694580078125, 5.092965602874756, 12.753934860229492, 47.116485595703125, -11.16797161102295, 50.53635025024414, -12.134629249572754, 23.202655792236328, 1.6659822463989258, 6.812989234924316, 5.900798320770264, 0.34877538681030273]","[-0.08659050575306138, -0.10933820201473554, -0.18848969939216104, 0.07355668637934624, 0.08235138718929252, -0.014047904124526469]",0.0018
7PV9Yp34awQ,2:06,2:18,12.0,127.84,"[-362.6554870605469, 140.7138214111328, 13.883538246154785, 9.940361976623535, 35.50122833251953, -11.024112701416016, 39.42710876464844, -6.69361686706543, 13.696548461914062, -0.4465425908565521, 11.50837516784668, -1.228521466255188, 7.356687068939209]","[-0.051292859400137204, -0.00522469695760093, -0.1026165288016995, 0.13341246884413846, 0.05308166985856874, 0.04190501864806732]",0.004
7PV9Yp34awQ,6:01,6:06,5.0,112.5,"[-364.0685119628906, 146.58534240722656, 12.46193790435791, 11.991681098937988, 38.56532669067383, -15.861063003540039, 44.85393142700195, -9.401419639587402, 19.088773727416992, -0.9758826494216919, 7.3230390548706055, 2.9124863147735596, 4.25373649597168]","[-0.11530304948793954, -0.1549261682208696, -0.2292459472112342, 0.06503023715939972, 0.10037974713672222, -0.026015892251531707]",0.0
7PV9Yp34awQ,7:56,8:08,12.0,127.84,"[-375.89886474609375, 147.4656524658203, 12.17202091217041, 11.672993659973145, 38.55829620361328, -16.31721305847168, 45.76233673095703, -11.427818298339844, 18.472536087036133, -1.2634046077728271, 7.2915544509887695, 3.4574928283691406, 1.2850102186203003]","[-0.07660804997710875, -0.0891399214932447, -0.1608585156591362, 0.10257637727159967, 0.07303618019255423, -0.010969971241251536]",0.0053
tfWC9IsoGyQ,0:26,0:35,9.0,110.29,"[-426.0560607910156, 145.89862060546875, 31.592815399169922, 7.8579230308532715, 25.639616012573242, 4.386892795562744, 25.494176864624023, 7.820507049560547, 5.277485370635986, -7.954763412475586, 7.3556227684021, 8.844982147216797, 3.209684371948242]","[0.0006988128065978881, -0.005040022328291324, -0.013254317868792274, -0.0010651059479617187, 0.00703051664561648, -0.015750378566080706]",0.3264
PeuPLVlhAiM,1:20,1:24,4.0,117.19,"[-501.5274353027344, 89.85968780517578, 52.08390426635742, 28.68194580078125, 18.70173454284668, 9.252961158752441, 25.34257698059082, 7.5017266273498535, 6.663463115692139, 4.745494365692139, 5.693715572357178, -1.3030701875686646, 2.27785587310791]","[-0.042460503356828924, -0.015961532385728505, -0.04608557168171149, 0.0837934759815039, -0.04455151213175768, 0.0009516959294699076]",0.5672
PeuPLVlhAiM,1:34,1:39,5.0,119.68,"[-433.4967956542969, 130.08306884765625, 52.21852493286133, 19.96710777282715, 23.822370529174805, 5.2296600341796875, 38.78130340576172, 8.556154251098633, 7.9295196533203125, 1.6407514810562134, 7.615749835968018, -7.757584571838379, -0.9976011514663696]","[0.0042476659092434334, 0.015726697039942943, 0.02316886200450394, -0.09292388165683389, -0.005450539776548812, 0.005499010269807197]",0.2942
PeuPLVlhAiM,3:45,3:54,9.0,122.28,"[-458.89581298828125, 131.71461486816406, 56.38492202758789, 12.105356216430664, 12.21198558807373, 7.104242324829102, 32.99412536621094, 2.0099403858184814, 3.1147050857543945, 0.6990940570831299, 6.918511390686035, -7.493896484375, -1.1228276491165161]","[0.009228615286870183, 0.011599516663516244, 0.05505770924600418, 0.01971020748255591, -0.010909622908272232, -0.008207842811221533]",0.3732
PeuPLVlhAiM,4:42,4:44,2.0,148.03,"[-493.0007019042969, 132.46531677246094, 49.64653778076172, 23.60296058654785, 16.269649505615234, 2.691890001296997, 35.60691452026367, 5.103602409362793, 12.449307441711426, 6.915631294250488, 4.234867572784424, -3.28314208984375, -2.049421548843384]","[0.01426631400071411, -0.022273994964549303, 0.060960498767250786, -0.03887120931548031, 0.005174300060699162, 0.008344049575401835]",0.4495
PeuPLVlhAiM,5:29,5:36,7.0,122.28,"[-479.6585998535156, 107.4588623046875, 54.67121505737305, 27.33515167236328, 21.65393829345703, 5.223363876342773, 23.74925994873047, 2.372666835784912, 7.254764556884766, 3.7621631622314453, 4.692814350128174, -2.650914430618286, 1.8479481935501099]","[0.03402284115071895, 0.020171788593360378, 0.06418215422284612, -0.05351565869366202, 0.009395535485388599, -0.003759009300064991]",0.4577
kOZWxisLm5s,0:23,0:26,3.0,112.5,"[-306.7715759277344, 155.82669067382812, 21.25933265686035, 11.41751480102539, 19.59596061706543, -14.363486289978027, 25.10301971435547, 2.858187198638916, 2.062103748321533, -1.989037036895752, -3.2833163738250732, -7.990236282348633, 2.5877716541290283]","[0.022581747522164998, -0.04164589978310139, 0.08958698423466843, -0.011368810884045923, -0.019846912307880313, -0.018137052785902944]",0.1456
kOZWxisLm5s,0:25,0:37,12.0,114.8,"[-267.2362976074219, 137.31552124023438, 13.568944931030273, 16.001285552978516, 34.28080749511719, -7.750527381896973, 23.401607513427734, 4.341607093811035, 5.79092264175415, 5.541157245635986, 6.288261890411377, -4.86543083190918, 0.7133393287658691]","[-0.0003388186301274149, 0.004733446114475174, -0.015620025268270695, -0.033684814718284356, -0.02421339887673284, -0.016555250303237228]",0.0746
lMxXFufpHFc,0:06,0:12,6.0,123.05,"[-353.00067138671875, 128.1763916015625, 18.418418884277344, 26.677175521850586, 28.40251922607422, -8.888588905334473, 26.458940505981445, -0.6336090564727783, 0.9243978261947632, 4.84125280380249, -2.6417453289031982, 1.0559008121490479, 1.4549092054367065]","[-0.053911355245241495, 0.021918963394073277, 0.07859924556759527, -0.07857606156681443, 0.01960466352405041, -0.0029429663970774876]",0.1373
lMxXFufpHFc,0:52,1:14,22.0,107.67,"[-322.2922058105469, 150.43423461914062, 23.776208877563477, 19.357322692871094, 24.415189743041992, -10.916068077087402, 32.13330078125, 4.6736741065979, 7.083662509918213, 3.883037805557251, -0.6004256010055542, 2.192190170288086, 3.753244161605835]","[-0.006707920872790313, -0.06549304829826547, 0.06658840384469478, -0.07811922300975564, -0.020311730521730256, -0.023870129305298016]",0.0644
lMxXFufpHFc,1:23,1:30,7.0,120.19,"[-322.6098937988281, 142.9332275390625, 15.319064140319824, 19.062068939208984, 28.11176872253418, -9.837873458862305, 33.06468963623047, 4.6100358963012695, 5.487387180328369, 4.3057379722595215, 0.48335421085357666, 4.624416828155518, 6.02842378616333]","[0.019635569063726883, -0.06514557324524597, 0.0895795366270421, -0.09485020456954556, -0.005085742277372037, -0.02865319142823151]",0.0365
W1RY_72O_LQ,0:01,0:15,14.0,133.93,"[-317.1527099609375, 162.03408813476562, -6.533555507659912, -9.317387580871582, 37.75575256347656, -9.688079833984375, 28.979263305664062, -5.197335720062256, -0.8270829916000366, -5.794122695922852, 9.172772407531738, -6.149311542510986, -3.532968044281006]","[0.015753572895412713, -0.022398723986534568, 0.012015021218147062, -0.0038651425851777975, 0.007067705496087833, -0.010125825714604714]",0.1367
W1RY_72O_LQ,0:23,0:30,7.0,127.84,"[-353.0982360839844, 155.69837951660156, -0.9106430411338806, -9.858550071716309, 32.6118278503418, -2.69985032081604, 29.179691314697266, -4.444613933563232, -3.5249719619750977, -6.726493835449219, 9.03130054473877, -2.7174198627471924, -4.447985649108887]","[-0.006932171624125936, -0.003348765652533315, 0.021620142710539105, -0.027281301287595247, 0.0049881006239243415, -0.010346444506128623]",0.2727
W1RY_72O_LQ,1:08,1:15,7.0,110.29,"[-377.80682373046875, 164.62660217285156, 3.4051640033721924, 1.9616655111312866, 43.072086334228516, -2.7223458290100098, 28.860820770263672, -0.029922660440206528, 3.0231759548187256, -3.641252040863037, 7.68170166015625, -4.171241283416748, -0.0300397090613842]","[-0.023692014373108423, 0.002963604907829813, 0.015435180579640488, 0.00806688257902323, 0.014566741749778876, -0.002959976744411022]",0.1828
W1RY_72O_LQ,2:23,2:28,5.0,108.17,"[-358.3645935058594, 152.49928283691406, -0.8239287734031677, 5.43947172164917, 45.961753845214844, -5.150143146514893, 28.481536865234375, 0.04425140097737312, 0.4840289056301117, -3.1258726119995117, 12.578722953796387, -0.9683675169944763, -3.672285795211792]","[-0.020835927084636722, 0.027247956522603502, 0.05347218978028089, -0.07525015351569048, 0.024869115690933717, -0.003003332162472448]",0.0842
GQhw9teSyKc,0:29,0:35,6.0,127.84,"[-305.81939697265625, 167.5822296142578, 38.6357536315918, 2.9802920818328857, 29.070566177368164, 17.27250862121582, 22.93414306640625, 7.458402633666992, 9.338006973266602, 0.6201292872428894, 5.132058143615723, -2.287853956222534, 5.296741485595703]","[0.0011249340263675255, 0.0319476948697076, -0.014755241116707599, -0.02546997383471797, 0.018973820484026602, -0.001750754032116069]",0.0
GQhw9teSyKc,0:34,0:43,9.0,130.81,"[-298.5704040527344, 171.6677703857422, 40.269161224365234, 7.870111465454102, 36.4017219543457, 16.50944709777832, 18.26173973083496, 3.3646037578582764, 6.967809200286865, -0.8962748050689697, 5.261590480804443, -4.812553882598877, 3.9437835216522217]","[-0.018218144160558454, 0.015986521210957855, -0.0036093455737113748, 0.005890813016694544, 0.007319380770354202, -0.0008977167504195025]",0.0
GQhw9teSyKc,0:43,1:00,17.0,119.68,"[-296.5024719238281, 175.0639190673828, 46.54662322998047, 8.121428489685059, 31.639284133911133, 15.919654846191406, 20.777143478393555, 6.7656354904174805, 11.194937705993652, 2.5226192474365234, 6.4221954345703125, -2.347888231277466, 6.143746852874756]","[-0.015462956220721217, 0.021405115812945158, -0.023863387145855786, 0.008020626802588613, 0.025848291107089826, 0.00024060997728539437]",0.0
GQhw9teSyKc,1:00,1:18,18.0,122.28,"[-313.6433410644531, 164.87884521484375, 38.26252365112305, 9.353460311889648, 33.7301139831543, 16.221349716186523, 20.349884033203125, 6.141512393951416, 9.414401054382324, 3.4847569465637207, 5.335232734680176, -4.244441509246826, 4.453798294067383]","[-0.014963122208403708, 0.04608320333410196, -0.01952272342017011, -0.010396442784220479, 0.01598986210753146, 0.023294571228456424]",0.0
GQhw9teSyKc,1:36,2:04,28.0,125.0,"[-307.3159484863281, 166.46490478515625, 45.84489440917969, 8.38358211517334, 30.82464027404785, 18.180295944213867, 19.125520706176758, 6.774837493896484, 10.18241024017334, 2.942012310028076, 5.9039626121521, -3.8083136081695557, 3.7131447792053223]","[-0.00573430638170954, 0.017776752150661056, 0.004155588236168602, -0.012479290116980606, 0.011698401124460404, 0.005271795140924316]",0.0
GQhw9teSyKc,2:07,2:15,8.0,122.28,"[-311.8531188964844, 166.34210205078125, 38.35512924194336, 9.116537094116211, 33.56105422973633, 16.56064796447754, 22.861766815185547, 9.505575180053711, 10.164619445800781, 1.8471523523330688, 5.65955114364624, -3.868199586868286, 3.730886459350586]","[0.006785001315209683, 0.02113088949606353, -0.004175255240762184, -0.014911288572357503, 0.021331649275914435, 0.004491607399054284]",0.0
EaD3ka3KnfQ,0:03,0:18,15.0,130.81,"[-396.48736572265625, 143.4627227783203, 50.496246337890625, 19.12873649597168, 16.804750442504883, 4.765923500061035, 26.273469924926758, 12.043526649475098, 2.296450614929199, -2.66801381111145, 4.122006893157959, -2.0023257732391357, -1.2084681987762451]","[0.0028829122208882587, 0.00536502748428882, -0.023615255756959292, -0.014142723303947865, -0.00047952684493262666, -0.009419763672645305]",0.1066
EaD3ka3KnfQ,0:36,0:56,20.0,133.93,"[-372.931884765625, 126.40776062011719, 52.67936325073242, 24.762434005737305, 13.803613662719727, -1.7809942960739136, 16.767906188964844, 10.0081148147583, 1.7204344272613525, -3.361252546310425, 3.6374752521514893, 0.15112674236297607, -0.8543761968612671]","[0.017733137599973626, -0.011718519966125785, -0.012303172256519671, -0.055120330699241556, -0.01139724226392033, -0.005104063489721769]",0.1181
EaD3ka3KnfQ,1:11,1:42,31.0,114.8,"[-395.5456237792969, 118.67276000976562, 50.26850509643555, 23.958669662475586, 16.76930809020996, 7.046609401702881, 19.358686447143555, 10.548330307006836, 5.137242794036865, 2.7015061378479004, 4.609766960144043, -0.42871689796447754, -1.208196759223938]","[0.014779280802691759, 0.005933145652613266, 0.009789049196624629, -0.027633714850560397, -0.011967195070666575, -0.01255960753244413]",0.1617
YODpttjfh2w,0:43,0:51,8.0,119.68,"[-321.66046142578125, 145.83953857421875, 4.955794334411621, -4.675669193267822, 31.07006072998047, -2.392756938934326, 13.609813690185547, -10.506439208984375, 11.317116737365723, -3.8839316368103027, 0.5832613706588745, -5.719717979431152, 1.0444430112838745]","[0.026392954738988995, 0.03868506339156247, -0.003089256437593658, 0.0021473486696197133, 0.008960622370489616, 0.022786142461207887]",0.1479
YODpttjfh2w,0:54,1:05,11.0,117.19,"[-318.4936828613281, 134.19007873535156, -2.307861804962158, -1.626244306564331, 36.613487243652344, -10.143637657165527, 13.883374214172363, -9.910991668701172, 12.116989135742188, -2.564568519592285, 2.702120304107666, -5.838393211364746, -0.12098439782857895]","[0.017411583038347795, 0.06056735441070534, -0.004080194930699291, 0.05437103271104258, 0.016452564286064578, 0.009090740667325169]",0.1861
YODpttjfh2w,1:57,2:21,24.0,130.81,"[-314.97210693359375, 140.7393341064453, 3.886129856109619, -7.34370231628418, 31.182077407836914, -1.7618181705474854, 15.854104042053223, -6.1177263259887695, 11.695333480834961, -1.887584924697876, 0.9174365401268005, -8.956915855407715, -0.4624859392642975]","[0.019724494140111386, 0.02546131228690877, -0.009561865684555611, 0.01975520306344014, 0.009964399319275126, 0.009511889879180214]",0.1144
4Jl6zk4csA8,1:15,1:25,10.0,133.93,"[-322.03857421875, 141.9139862060547, 20.29833221435547, 0.1578386127948761, 30.936519622802734, 4.706200122833252, 24.333478927612305, -10.26797866821289, 8.123872756958008, -4.751079559326172, -3.1175038814544678, -1.9256014823913574, -5.375583171844482]","[-0.018895931252737586, 0.00971318108708644, -0.03474076796841348, 0.0005242321238132972, 5.2030047483244016e-05, 0.007141286557265271]",0.1173
4Jl6zk4csA8,2:24,2:34,10.0,119.68,"[-317.8023681640625, 122.95474243164062, 9.536972045898438, 2.914991617202759, 30.102449417114258, -2.4657375812530518, 26.17068099975586, -8.258614540100098, 8.83724308013916, -1.567932367324829, -2.950638771057129, -0.8846837878227234, -1.5384050607681274]","[-0.007221816442261599, -0.00997435814111285, -0.010589117819973907, -0.03491287194518834, 0.0007404822801629421, 0.007184489332453516]",0.178
4Jl6zk4csA8,2:34,2:51,17.0,114.8,"[-326.0858154296875, 134.66152954101562, 24.582128524780273, 3.9733099937438965, 26.001474380493164, 2.940793514251709, 19.12612533569336, -6.94333553314209, 6.3720316886901855, -3.40775990486145, -0.4967835247516632, -1.0144574642181396, -2.1339542865753174]","[-0.021044493044346805, 0.011033803462963223, -0.03532339894445618, -0.027250169910469618, -0.001331203797110985, 0.0025290875015558643]",0.1612
4Jl6zk4csA8,2:51,3:14,23.0,114.8,"[-343.67291259765625, 130.94374084472656, 27.403772354125977, 7.299363136291504, 27.704418182373047, 3.1372313499450684, 21.909175872802734, -10.377986907958984, 6.439304828643799, -3.908376455307007, -1.6776102781295776, 1.5140950679779053, -4.464987754821777]","[-0.01500371341738015, 0.028210079598268798, -0.04212873659391198, 0.008998951184764573, -0.005086354259248863, 0.0045798843544699605]",0.2142
w_MnonyOAxE,0:43,1:08,25.0,127.84,"[-465.2574768066406, 157.01119995117188, 42.23020935058594, -7.294828414916992, 14.86935043334961, 6.890998840332031, 15.78253173828125, 4.9460906982421875, 5.6524810791015625, -9.067814826965332, 0.9399592280387878, -5.671287536621094, -1.619556188583374]","[-0.004967611292875788, 0.0033673694735670686, -0.021517177911464618, 0.03320047832259018, -0.0008892894425678879, -0.00390775654536825]",0.3089
w_MnonyOAxE,3:11,3:14,3.0,144.23,"[-492.1285400390625, 151.10072326660156, 16.377460479736328, -4.904049873352051, 35.6530876159668, -1.0309782028198242, 6.779181480407715, -2.250530242919922, 8.724133491516113, -5.867190837860107, 3.4932620525360107, -4.335763454437256, 3.6276543140411377]","[-0.02367018212042618, -0.0067954317606561026, 0.08071441779601285, 0.029909480421855032, 0.026103596208091488, 0.010098706297932122]",0.4725
w_MnonyOAxE,3:29,3:32,3.0,106.13,"[-454.4617919921875, 167.47576904296875, 43.53614807128906, -0.5725226402282715, 30.375534057617188, 12.17487621307373, 15.106284141540527, 6.877209186553955, 8.193244934082031, -12.267881393432617, 0.7400312423706055, -5.501801490783691, -2.4095375537872314]","[-0.022121836796562804, -0.02021542667306037, 0.06109209385407713, 0.03335373594961574, 0.004039319171997223, -0.013740878768073343]",0.1936
w_MnonyOAxE,8:03,8:10,7.0,144.23,"[-477.05682373046875, 132.81658935546875, 43.49153137207031, 1.988088607788086, 17.400318145751953, 14.458253860473633, 17.550731658935547, 8.629251480102539, 6.73332405090332, -4.9505181312561035, 1.6744767427444458, -3.366652011871338, -2.518970489501953]","[-0.010115277912431307, 0.004602275697837407, -0.007287860655432525, -0.015612118507211522, -0.004467408602912643, -0.00667788126792824]",0.3861
w_MnonyOAxE,11:40,11:42,2.0,114.8,"[-472.22332763671875, 175.3182830810547, 12.761305809020996, -2.318018913269043, 44.9021110534668, -14.008118629455566, 20.421689987182617, -5.905675888061523, 0.42423295974731445, -11.308483123779297, 3.9134674072265625, -8.270047187805176, 4.721266746520996]","[0.019933511458219165, 0.007162372689319288, -0.01371877371615978, 0.024826976608117793, 0.003414926497872899, 0.0012047768052187739]",0.3298
psN1DORYYV0,4:18,4:46,28.0,119.68,"[-426.716064453125, 146.4214630126953, 31.660701751708984, 11.87748908996582, 22.332775115966797, -3.5224173069000244, 19.674983978271484, -3.2376549243927, 6.320845127105713, 7.887038707733154, -2.382587194442749, -7.554500579833984, 3.1120591163635254]","[0.0023391033645128504, 0.009629198759987707, 0.009054433513972579, 0.00707289129758102, 0.0012659800939761915, -0.004419763346489637]",0.382
psN1DORYYV0,19:24,19:34,10.0,125.0,"[-456.9856872558594, 154.8612060546875, 31.683103561401367, 10.537540435791016, 19.120027542114258, -6.802573204040527, 20.304458618164062, -6.727675437927246, 4.910619735717773, 7.795663356781006, -5.5836944580078125, -6.774436950683594, 4.149646282196045]","[0.009091839263890494, -0.006390356742530824, 0.01377701578485029, -0.0036651580778164017, -0.006488511142346905, -0.0038575111527933076]",0.4856
Tl9KT9RwiGc,2:45,2:48,3.0,108.17,"[-418.2209167480469, 190.85317993164062, 16.975688934326172, -12.651803970336914, 42.23128128051758, 2.5315024852752686, 24.164684295654297, 0.09079787135124207, 5.796235084533691, -6.982371807098389, 17.343212127685547, 0.24406099319458008, 3.957885980606079]","[-0.018780807348711667, 0.008346866108063029, 0.002883006861601843, 0.03956559099270215, -0.0048796826365392195, 0.002992190188624048]",0.2202
Tl9KT9RwiGc,3:48,4:05,17.0,130.81,"[-426.2917175292969, 176.69825744628906, 23.36756706237793, -5.52443790435791, 34.29603576660156, -0.7517186403274536, 15.483133316040039, 2.457754611968994, 5.654206275939941, -5.68285608291626, 16.099658966064453, 3.071272134780884, 2.001802921295166]","[-0.006349174602003215, 0.013891754818731877, 0.007126770947050113, 0.010477631411268505, 0.0004544798921006234, 0.0015688883207508847]",0.3225
u9h-ysSUDqc,0:35,0:45,10.0,125.0,"[-278.6110534667969, 133.99905395507812, 24.92911720275879, 5.896806240081787, 19.203807830810547, -8.947303771972656, 19.854351043701172, 2.221569776535034, 0.679628312587738, -11.832110404968262, -4.109063148498535, -5.938194274902344, -6.341247081756592]","[-0.0023156144526710544, -0.007472857359707805, 0.020727285900888334, 0.004480102861886591, 0.005162801994640811, 0.002088735174370483]",0.1642
u9h-ysSUDqc,1:13,1:21,8.0,114.8,"[-241.58106994628906, 144.8394775390625, 26.114086151123047, 11.022849082946777, 19.514636993408203, -8.759175300598145, 27.617238998413086, 2.0523345470428467, -3.3855278491973877, -4.665026664733887, 1.9171652793884277, -6.192502021789551, -10.634893417358398]","[0.004498089536865788, -0.015454856327245829, 0.006691873725999906, -0.01572760327506338, -0.007733985551796572, -0.0015806721058518431]",0.032
Q0HjcLMVKdU,2:34,2:43,9.0,119.68,"[-392.61358642578125, 168.0511474609375, 33.912723541259766, 8.792067527770996, 27.553668975830078, -10.155978202819824, 19.728609085083008, 11.979058265686035, -5.031528949737549, -12.485883712768555, 7.8500165939331055, -10.294543266296387, -2.7192301750183105]","[0.005433749766749614, -0.00853641951500216, -0.05217342935497022, -0.012679941521326616, 0.0063607717284936225, -0.005475144202214561]",0.1653
Q0HjcLMVKdU,3:09,3:53,44.0,119.68,"[-428.1129150390625, 149.46437072753906, 39.05179977416992, 8.759586334228516, 18.741086959838867, -4.9156718254089355, 18.384048461914062, 10.47375202178955, -5.021297454833984, -10.495861053466797, 7.449263095855713, -5.356581211090088, -3.08044695854187]","[0.008912961255844485, -0.00017471608573486376, -0.009490785202715445, -0.00011987025437997015, 0.0021506572434511735, 0.005507211055765324]",0.3477
SzY0L5tA4DU,0:20,0:41,21.0,119.68,"[-298.4747314453125, 144.75564575195312, 27.05450439453125, 14.693090438842773, 27.7564640045166, -2.566763162612915, 25.684226989746094, 9.683073997497559, 5.641603946685791, 2.4515650272369385, 6.167614936828613, -2.3786556720733643, 3.5178000926971436]","[0.04435046958574664, -0.07727223009751316, 0.0747066842839774, -0.03392119302107864, -0.030216709123176026, -0.024228330970293765]",0.0
